epoch,tow,ecef_x,ecef_y,ecef_z,fix,gamma_fixed,consistency_pass,float_consistency_pass,ddpr_consistency_pass,ddpr_support_pass,ddpr_freshness_pass,map_float_separation_m,map_ddpr_separation_m,ddpr_guard_error_m,last_ddpr_pairs,ddpr_age_epochs,last_ddpr_nis,output_error_m,map_error_m,temporal_lineage_enabled,temporal_map_assignment_id,temporal_gamma,temporal_ess,temporal_dwell_epochs,temporal_map_error_m,integrity_lineage_enabled,integrity_anchor_available,integrity_excluded_satellite,integrity_tdcp_available,integrity_tdcp_postfit_rms_m,integrity_map_assignment_id,integrity_gamma,integrity_ess,integrity_dwell_epochs,integrity_map_error_m,integrity_map_ecef_x,integrity_map_ecef_y,integrity_map_ecef_z,integrity_map_float_separation_m,integrity_map_ddpr_separation_m,integrity_guard_pass,integrity_position_ball_gamma,integrity_position_ball_members,integrity_position_ball_spread_m,integrity_position_ball_error_m,basin_oracle_min_error_m,basin_oracle_sub50cm_available,position_cluster_error_m,position_cluster_gamma,position_cluster_spread_m,position_cluster_members,position_cluster_float_separation_m,position_cluster_ddpr_separation_m,float_error_m,float_position_sigma_m,dd_pr_nis,dd_cp_nis,ambiguities_reset,gamma,fix_streak,map_assignment_id,n_basins,basin_ess,map_n_ambiguities,n_candidates_born,respawn_triggered,n_respawn_candidates_born,n_respawn_position_seeds,n_respawn_history_seeds,n_respawn_assignment_candidates,respawn_oracle_min_error_m,respawn_oracle_rank,completion_shadow_candidates,completion_shadow_oracle_min_error_m,n_dd_pr,n_dd_cp
112,553822.3999989033,-3811468.433035671,3566807.2606027587,3652666.149549613,0,0,0,0,0,1,1,5.927109358761881,2.2728540839397375,4.645149069337984,19,2,0.09580900580672519,4.640125253966821,4.962398427601323,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.18906635227065752,1,4.962544923879655,0.2664799445042118,0.014748309659400615,7,5.927434044863154,2.2731795895845552,4.640125253966821,1.464307366794698,nan,nan,0,0.26609697950938915,0,67f4087b5dcda2f7,512,6.365097692245096,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
113,553822.5999999046,-3811468.495169431,3566807.3239307012,3652666.2178813745,0,0,0,0,0,1,1,5.9273002708624025,2.273138846945361,4.758861840996554,19,3,0.09580900580672519,4.72301200125036,5.057086447022936,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.1735016284675849,1,5.057231729576719,0.2665221657098703,0.014715167687680573,7,5.927624222422833,2.2734624438370328,4.72301200125036,1.4739780586275537,nan,nan,0,0.26614043642377794,0,67f4087b5dcda2f7,512,6.363742686184636,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
114,553822.7999999523,-3811468.5736154537,3566807.399910786,3652666.298941172,0,0,0,0,0,1,1,5.927337349615049,2.27322811167119,4.894133650654775,19,4,0.09580900580672519,4.8266094848585706,5.171073956357546,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.23821471131346722,1,5.17121532418273,0.2665253412637718,0.014710736842282046,7,5.927661232274912,2.2735514262466063,4.8266094848585706,1.4839519154548166,nan,nan,0,0.2661436553783366,0,67f4087b5dcda2f7,512,6.36367436028797,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
115,553823.0,-3811468.3071210613,3566807.122528986,3652666.160279836,0,0,0,0,0,1,1,4.142617044295796,4.1931758350069295,4.856889811956668,19,0,0.07818896748069047,4.453110749404401,0.6766771254938309,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2161994827617602,1,0.6794537615989615,0.24688509067035022,0.04649288731815043,6,4.14118184571962,4.190472118549818,4.453110749404401,1.4158440950765059,0.07818896748069047,0.5499291585600596,0,0.2454565255468884,0,f6fa57c2bd06c57a,512,6.503160220963945,8,12,1,480,11,4,128,0.4476558249749634,386,0,nan,19,17
116,553823.199999094,-3811468.35837787,3566807.175700028,3652666.2083267174,0,0,0,0,0,1,1,4.127927634347958,4.212261289576181,4.987374587346828,19,1,0.07818896748069047,4.52266282746532,0.7841614488493072,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2123699558357292,1,0.7856739399896641,0.25833366935595664,0.034150848564482625,6,4.127521646016318,4.210854183066036,4.52266282746532,1.4199083665795802,nan,nan,0,0.2572386621559143,0,f6fa57c2bd06c57a,512,5.944379148757042,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
117,553823.3999989033,-3811468.433264046,3566807.25222931,3652666.2826369973,0,0,0,0,0,1,1,4.124401034074507,4.217686948819764,5.127727183479904,19,2,0.07818896748069047,4.624302905662867,0.915839401566983,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.27635856163354083,1,0.9173406933601619,0.2588670577678804,0.034059919606728765,6,4.123984279838884,4.216269794073426,4.624302905662867,1.428604050663526,nan,nan,0,0.2577861475503774,0,f6fa57c2bd06c57a,512,5.921126171693177,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
118,553823.5999999046,-3811468.526425609,3566807.342732031,3652666.378323031,0,0,0,0,0,1,1,4.123230244530263,4.219772409155665,5.2919738973191155,19,3,0.07818896748069047,4.749034182664432,1.0757290898756626,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.27370407943420777,1,1.0772116784753447,0.25888340367967283,0.03405287952590043,6,4.122812297092371,4.218352668023667,4.749034182664432,1.4393613695508036,nan,nan,0,0.2578028047067519,0,f6fa57c2bd06c57a,512,5.920283224598896,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
119,553823.7999999523,-3811468.626168303,3566807.4400163204,3652666.4852314456,0,0,0,0,0,1,1,4.122883402752258,4.220363758228907,5.4679409752809,19,4,0.07818896748069047,4.885182020055159,1.2497305305417634,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.21478738132913616,1,1.2511970669447565,0.2588845903532361,0.03405151431666317,6,4.122465198943477,4.21894332640901,4.885182020055159,1.4513607916494302,nan,nan,0,0.25780400279234794,0,f6fa57c2bd06c57a,512,5.920209689458922,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
120,553824.0,-3811468.259865396,3566807.0599575657,3652666.3579538884,0,0,0,0,0,1,1,3.9612734888013064,4.682837133863877,5.4538701772375715,19,0,0.08988941241842627,4.361917432117349,0.7839273107728284,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5365348726781202,0,0.7850292602803758,0.255220252545035,0.03433098234616309,7,3.9613349001193265,4.681908433917267,4.361917432117349,1.373252962372899,0.08988941241842627,0.7202377201934707,3,0.25341378784126595,0,f6fa57c2bd06c57a,512,6.601894227251916,8,12,1,480,11,4,128,0.46834777749565976,388,0,nan,19,17
121,553824.199999094,-3811468.3186313105,3566807.114591428,3652666.4297831175,0,0,0,0,0,1,1,3.9456889679447387,4.7126011727231,5.61549863522789,19,1,0.08988941241842627,4.439043102720355,0.9137633494505394,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3967445994620974,1,0.9149065139506289,0.26877301860948266,0.03178055081054242,7,3.945543180334284,4.711571143063159,4.439043102720355,1.3775673270551245,nan,nan,0,0.2673716593650557,0,f6fa57c2bd06c57a,512,5.954535445279233,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
122,553824.3999989033,-3811468.4017194808,3566807.191496991,3652666.5269679357,0,0,0,0,0,1,1,3.9420549455155207,4.7210987447479695,5.77867702660189,19,2,0.08988941241842627,4.549974274877567,1.0663649697494244,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2635136237069735,1,1.067504087904443,0.2695165997306416,0.03164814317526681,7,3.941893071378834,4.72005097984157,4.549974274877567,1.3865624694209557,nan,nan,0,0.26813771121099195,0,f6fa57c2bd06c57a,512,5.92262276505723,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
123,553824.5999999046,-3811468.469013541,3566807.2541610976,3652666.6065085335,0,0,0,0,0,1,1,3.941387163074621,4.722601889256614,5.902634963983915,19,3,0.08988941241842627,4.641685113627941,1.1876449037674648,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.1916724070507531,1,1.1887738824150054,0.26973124596478043,0.0316075690381502,7,3.941221423764525,4.721551320165811,4.641685113627941,1.396781349938426,nan,nan,0,0.2683597931058064,0,f6fa57c2bd06c57a,512,5.9136424161715375,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
124,553824.7999999523,-3811468.5337115326,3566807.315192017,3652666.679677825,0,0,0,0,0,1,1,3.9411147650115286,4.723313936714606,6.018655124037361,19,4,0.08988941241842627,4.731626776497732,1.3018209189556247,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.18457981972451806,1,1.3029403219663045,0.2697462080001555,0.031604073828632825,7,3.940948199111937,4.72226222867097,4.731626776497732,1.407305432486407,nan,nan,0,0.2683752648434192,0,f6fa57c2bd06c57a,512,5.913014866480287,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
125,553825.0,-3811468.213257993,3566806.992953297,3652666.4700697195,0,0,0,0,0,1,1,3.8674650654054568,5.133822970406488,5.890272139779201,18,0,0.08969191766896357,4.277212282198917,0.7693557343187452,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.5275889144756928,0,0.7696555300713402,0.25777858202328646,0.039864979354731385,9,3.8690951177207227,5.133927139418116,4.277212282198917,1.341081887224252,0.08969191766896357,0.5287017041840866,1,0.2557549190106173,0,f6fa57c2bd06c57a,512,6.9869565641816065,8,12,1,480,11,4,128,0.45839967962128486,388,0,nan,18,17
126,553825.199999094,-3811468.215952453,3566806.9975593677,3652666.470325392,0,0,0,0,0,1,1,3.8541182665052545,5.167256683214148,5.949408345863716,18,1,0.08969191766896357,4.282452446087192,0.7942754716693465,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.48645824569483154,1,0.7945765906704175,0.2707021731002521,0.03542857020805162,9,3.855375076611634,5.1672579384799135,4.282452446087192,1.345371540844225,nan,nan,0,0.2689901819328804,0,f6fa57c2bd06c57a,512,6.337755272500025,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
127,553825.3999989033,-3811468.238187265,3566807.0211028242,3652666.4891943247,0,0,0,0,0,1,1,3.8518520242569285,5.173603983310561,5.99605464083504,18,2,0.08969191766896357,4.314483734331186,0.8328912643902274,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4447803474095202,1,0.8331821288640863,0.2719592887622929,0.034855997974385336,9,3.8530545203584077,5.173578683363193,4.314483734331186,1.354545942352799,nan,nan,0,0.2702895295312098,0,f6fa57c2bd06c57a,512,6.280333695000478,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
128,553825.5999999046,-3811468.261695421,3566807.0505434126,3652666.5058137137,0,0,0,0,0,1,1,3.8511982620542895,5.175647250454535,6.038101056480596,18,3,0.08969191766896357,4.351916627772232,0.8708740698080231,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4071579987745583,1,0.8711391598965976,0.2720827503259495,0.03479894000222097,9,3.8523922131221813,5.175614129433651,4.351916627772232,1.3649945563252466,nan,nan,0,0.27041720499533645,0,f6fa57c2bd06c57a,512,6.274738895322022,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
129,553825.7999999523,-3811468.278472328,3566807.074131695,3652666.5131957456,0,0,0,0,0,1,1,3.85103306508384,5.176204248326297,6.065133181303713,18,4,0.08969191766896357,4.3806593548427015,0.8956972706136792,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3840169204212115,1,0.8959355339338865,0.27212435535022284,0.0347788218767719,9,3.85222439649994,5.176168964385193,4.3806593548427015,1.3757587604714319,nan,nan,0,0.27046036587340344,0,f6fa57c2bd06c57a,512,6.2728703532706005,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
130,553826.0,-3811468.1517025777,3566806.937944159,3652666.5636500316,0,0,0,0,0,1,1,3.8570132593503583,5.297148576865199,5.915966385510824,19,0,0.10437133364055624,4.194577476519986,0.6343445565819982,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3396447130111741,1,0.6328737850548287,0.2807441014507766,0.04099463724409806,5,3.8563522399122183,5.298206103891672,4.194577476519986,1.3114539874734326,0.10437133364055624,0.11782175146010418,0,0.27886923828557486,0,f6fa57c2bd06c57a,512,6.353857327001251,8,12,1,480,11,4,128,0.3396447130111741,416,0,nan,19,17
131,553826.199999094,-3811468.159587029,3566806.949774481,3652666.568268415,0,0,0,0,0,1,1,3.857158975977818,5.314445218073354,5.945868363315383,19,1,0.10437133364055624,4.208702179491958,0.645456749168057,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3715156321666599,1,0.6445443479715325,0.2959400265205927,0.033431027821907065,5,3.856708026153219,5.315098476711937,4.208702179491958,1.3158415864574493,nan,nan,0,0.29462231792588867,0,f6fa57c2bd06c57a,512,5.715807363769938,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
132,553826.3999989033,-3811468.1752835745,3566806.9684575084,3652666.582082078,0,0,0,0,0,1,1,3.8576254712909113,5.317978178035222,5.975879376587724,19,2,0.10437133364055624,4.233177470332,0.6703148358129669,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.4016060947054047,1,0.6694639663197004,0.29696676860045446,0.03278439679455241,5,3.857183569820955,5.318595667697366,4.233177470332,1.3252205081739585,nan,nan,0,0.29569122960585326,0,f6fa57c2bd06c57a,512,5.677087132259396,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
133,553826.5999999046,-3811468.186702761,3566806.98243011,3652666.5923306453,0,0,0,0,0,1,1,3.857855533369694,5.318822605801067,5.996578759226646,19,3,0.10437133364055624,4.251301327647518,0.6890911141177349,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.42201470307365246,1,0.6882584188832714,0.2971009383641231,0.03269517047162028,5,3.8574140669110486,5.319434356190001,4.251301327647518,1.335898510189637,nan,nan,0,0.29583079168008486,0,f6fa57c2bd06c57a,512,5.672128493422776,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
134,553826.7999999523,-3811468.1878019567,3566806.985637567,3652666.589243545,0,0,0,0,0,1,1,3.857958049077589,5.319006277782772,5.996847591735163,19,4,0.10437133364055624,4.254421475626382,0.6884718907842853,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.42451147861181143,1,0.6876457789553387,0.2971337439648789,0.03267557179334326,5,3.8575167223572384,5.319616818768257,4.254421475626382,1.3468952651177057,nan,nan,0,0.2958648474388168,0,f6fa57c2bd06c57a,512,5.670945705606589,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
135,553827.0,-3811468.111643901,3566806.9077284085,3652666.6593171554,0,0,0,0,0,1,1,3.8506169162853574,5.30796946487373,5.852315110497573,19,0,0.09857460373214366,4.146925816126614,0.5635563326122409,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2768372646227725,1,0.5624550942557727,0.3086296037520929,0.03600308687894605,6,3.8501259812795174,5.308713038083871,4.146925816126614,1.2831498675486563,0.09857460373214366,0.09671186119271143,0,0.3069187414674475,0,f6fa57c2bd06c57a,512,5.679106237698223,8,12,1,480,11,4,128,0.2768372646227725,384,0,nan,19,17
136,553827.199999094,-3811468.0940148463,3566806.8905580505,3652666.641000069,0,0,0,0,0,1,1,3.8530352313770395,5.310937453469093,5.821861451540427,19,1,0.09857460373214366,4.121989119095179,0.5321901375638728,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.30348829198654986,1,0.5316308181946159,0.32493849866503616,0.026294917776361733,6,3.852747036958675,5.311290005833579,4.121989119095179,1.287633609556804,nan,nan,0,0.3239649434818376,0,f6fa57c2bd06c57a,512,5.11978817229371,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
137,553827.3999989033,-3811468.078006212,3566806.8730734205,3652666.6263896944,0,0,0,0,0,1,1,3.8533622732638513,5.312652905134818,5.795875092548235,19,2,0.09857460373214366,4.098010376793993,0.5070551252072497,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.28253357035684235,1,0.5065148371300929,0.32590242736244174,0.025601568347585577,6,3.853085468708464,5.312982058806406,4.098010376793993,1.297216416217571,nan,nan,0,0.32497228009471857,0,f6fa57c2bd06c57a,512,5.090223662983341,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
138,553827.5999999046,-3811468.073391289,3566806.8684036015,3652666.622026189,0,0,0,0,0,1,1,3.853331250310872,5.313481639746944,5.788990947328956,19,3,0.09857460373214366,4.091385907821337,0.5000452259431103,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.27686769264062877,1,0.4995052600928072,0.3259863261352226,0.025531882905810613,6,3.8530540613626947,5.313807028297135,4.091385907821337,1.3081230098219792,nan,nan,0,0.325060211753933,0,f6fa57c2bd06c57a,512,5.08758523386227,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
139,553827.7999999523,-3811468.072745622,3566806.869852144,3652666.622304268,0,0,0,0,0,1,1,3.8533536515527524,5.313659172016367,5.789835079659558,19,4,0.09857460373214366,4.092071765221815,0.5006358078183989,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.27789008846075147,1,0.5000957403130809,0.3259945762441717,0.02552410028093559,6,3.853076335955916,5.313984066105818,4.092071765221815,1.3193512865544206,nan,nan,0,0.3250688652844558,0,f6fa57c2bd06c57a,512,5.087323756757243,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
140,553828.0,-3811468.0661813403,3566806.8627250856,3652666.7517490285,0,0,0,0,0,1,1,3.8186154917471176,5.20325416907789,5.691473398636357,19,0,0.08938931574877321,4.086669609186195,0.5092816886940652,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.28896323447970446,1,0.5086234829601661,0.31202722659175075,0.03116175091231403,6,3.818019255770675,5.203577947728154,4.086669609186195,1.2560395952379817,0.08938931574877321,0.09337008776853428,0,0.31057647461136123,0,f6fa57c2bd06c57a,512,5.250806693516567,8,12,1,480,11,4,128,0.34730448368114886,381,0,nan,19,17
141,553828.199999094,-3811468.071403873,3566806.866550798,3652666.7560254876,0,0,0,0,0,1,1,3.8222632168706854,5.202237314944315,5.692747720509161,19,1,0.08938931574877321,4.093174758981942,0.5111655859565146,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.285036115338669,1,0.5108887651469366,0.3275690379671988,0.02092715471278661,6,3.8219952311925227,5.202369387409796,4.093174758981942,1.2606199405867662,nan,nan,0,0.32685423367104,0,f6fa57c2bd06c57a,512,4.759778595450223,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
142,553828.3999989033,-3811468.0737366793,3566806.8712654174,3652666.757193967,0,0,0,0,0,1,1,3.8230274035033887,5.20222492041803,5.69617299389664,19,2,0.08938931574877321,4.098326032270089,0.5137859019686761,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.282389997825417,1,0.5135301864821086,0.32844264293495623,0.02027089248935994,6,3.8227750009459385,5.202347098818373,4.098326032270089,1.2704065723485602,nan,nan,0,0.32776480050974843,0,f6fa57c2bd06c57a,512,4.735247537351522,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
143,553828.5999999046,-3811468.07287442,3566806.869024292,3652666.75345029,0,0,0,0,0,1,1,3.823339557027964,5.201988623922991,5.691295474766989,19,3,0.08938931574877321,4.095879325702708,0.5089788568893042,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.28508786464627867,1,0.5087247495121959,0.3285303385483292,0.020208446415365424,6,3.8230892900203743,5.202110521504073,4.095879325702708,1.2815413639290947,nan,nan,0,0.3278560153311004,0,f6fa57c2bd06c57a,512,4.732846582298152,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
144,553828.7999999523,-3811468.072885572,3566806.8682263196,3652666.7582660215,0,0,0,0,0,1,1,3.82339188094668,5.202027701030746,5.694046754211204,19,4,0.08938931574877321,4.09552060330058,0.5126514993519019,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.28354718972556364,1,0.512395386438919,0.3285385610314873,0.020198852835590028,6,3.8231418076286854,5.202149387856679,4.09552060330058,1.293000496976616,nan,nan,0,0.32786461517832305,0,f6fa57c2bd06c57a,512,4.732606815140282,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
145,553829.0,-3811468.017554418,3566806.811584417,3652666.8119255626,0,0,0,0,0,1,1,3.744078147771048,5.058982273133357,5.547042366255168,18,0,0.06618040356829674,4.019729389049064,0.5088112874041597,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.291174085749509,1,0.5082481182970267,0.34955595510857623,0.027801098725593013,6,3.7436391457739147,5.059282715076762,4.019729389049064,1.23087193110204,0.06618040356829674,0.051197964908721645,0,0.3482292157623948,0,f6fa57c2bd06c57a,512,4.700266556696343,8,12,1,480,11,4,128,0.33120929847337616,376,0,nan,18,17
146,553829.199999094,-3811468.0165300644,3566806.8080750396,3652666.8104859213,0,0,0,0,0,1,1,3.742612867838551,5.061642441717769,5.548157189626425,18,1,0.06618040356829674,4.016309146082557,0.5075979309458236,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.29182580267229274,1,0.5073828961261746,0.3652885733568639,0.01789628112427581,6,3.7424225858930487,5.061749341667213,4.016309146082557,1.235545772389991,nan,nan,0,0.36466373096361654,0,f6fa57c2bd06c57a,512,4.287378958931912,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
147,553829.3999989033,-3811468.014394675,3566806.8054189156,3652666.8067850103,0,0,0,0,0,1,1,3.7427271343430277,5.060952975849221,5.542232905212141,18,2,0.06618040356829674,4.012672954542102,0.5024295336643532,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.29580914015301085,1,0.5022296183406123,0.36610839731057077,0.017287453919401105,6,3.7425487104705013,5.06105139848105,4.012672954542102,1.2455294838489075,nan,nan,0,0.3655171231782306,0,f6fa57c2bd06c57a,512,4.26755729567309,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
148,553829.5999999046,-3811468.0146250697,3566806.803597285,3652666.804401425,0,0,0,0,0,1,1,3.7426683109502448,5.060987766140004,5.539804631685444,18,3,0.06618040356829674,4.0112892774506035,0.4998205359947054,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.2967837361600558,1,0.499623198989416,0.36618447161089046,0.01722746985585959,6,3.7424906711841133,5.061084911804604,4.0112892774506035,1.2568846948071117,nan,nan,0,0.36559633259388874,0,f6fa57c2bd06c57a,512,4.265710696665974,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
149,553829.7999999523,-3811468.0067259683,3566806.792402367,3652666.796458958,0,0,0,0,0,1,1,3.7427015020011773,5.060877228832156,5.524190092080554,18,4,0.06618040356829674,3.99718053721089,0.48587780969236377,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.30925846408267144,1,0.4856762834166589,0.36619492362186495,0.0172193507438331,6,3.7425241551788004,5.060974402113762,3.99718053721089,1.2685665783557698,nan,nan,0,0.3656071742616061,0,f6fa57c2bd06c57a,512,4.265469352625734,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
150,553830.0,-3811467.985260387,3566806.771353855,3652666.878964111,0,0,0,0,0,1,1,3.705374584059588,4.935878577905221,5.4030003838471705,18,0,0.053549020670663715,3.973227598342918,0.4890492750315419,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.30790024338838234,1,0.48853812671418617,0.38186869095334697,0.02576336847566083,6,3.7050243940991057,4.936153409559848,3.973227598342918,1.2066205478812713,0.053549020670663715,0.09588026818371093,0,0.3804847639272253,0,f6fa57c2bd06c57a,512,4.262968964408768,8,12,1,480,11,4,128,0.31989104021960807,373,0,nan,18,17
151,553830.199999094,-3811467.9851125004,3566806.768358622,3652666.880671127,0,0,0,0,0,1,1,3.7060570145384224,4.937849226991943,5.403788527481263,18,1,0.053549020670663715,3.971003122751979,0.48883137579716085,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.308450103445686,1,0.48864288455850474,0.39883095945370556,0.016186877958938677,6,3.70591121146028,4.937943689196201,3.971003122751979,1.2113879539230077,nan,nan,0,0.3982041935121532,0,f6fa57c2bd06c57a,512,3.894649390049233,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
152,553830.3999989033,-3811467.9863232654,3566806.7665131297,3652666.883861564,0,0,0,0,0,1,1,3.7064583257792627,4.937577012310571,5.4046828928923,18,2,0.053549020670663715,3.9706548931090153,0.490816151621304,0,,0.0,0.0,0,nan,0,0,,0,nan,,0.0,0.0,0,nan,nan,nan,nan,nan,nan,0,0.0,0,nan,nan,0.3069435482092233,1,0.4906417987410412,0.3996797763911208,0.015615741747327343,6,3.706321325733013,4.937663128019341,3.9706548931090153,1.2215691181494948,nan,nan,0,0.399087308859295,0,f6fa57c2bd06c57a,512,3.8776905483109747,8,0,0,0,0,0,0,nan,-1,0,nan,0,0
