epoch,gps_tow,satellite_count,error_2d_wls,est_x_wls,est_y_wls,est_z_wls,error_2d_ekf,est_x_ekf,est_y_ekf,est_z_ekf,error_2d_pf_10k,est_x_pf_10k,est_y_pf_10k,est_z_pf_10k,error_2d_pf_100k,est_x_pf_100k,est_y_pf_100k,est_z_pf_100k
232,187516.399999,10,58.053063,-3961754.471631,3348965.874847,3698365.599483,58.043329,-3961754.595690,3348965.992223,3698365.728041,56.860298,-3961751.528615,3348966.212569,3698353.761961,59.701827,-3961754.716294,3348965.049816,3698355.353395
233,187516.600000,10,58.236774,-3961754.208074,3348965.551271,3698365.825790,58.218545,-3961754.363253,3348965.707404,3698365.959821,56.574108,-3961751.187094,3348966.472374,3698354.329956,59.801561,-3961754.637527,3348965.009786,3698355.949800
234,187516.800000,8,75.538985,-3961766.896102,3348954.128614,3698362.476349,71.397092,-3961763.853744,3348956.913897,3698363.003935,57.066576,-3961750.637823,3348965.536945,3698354.125812,60.460062,-3961754.950329,3348964.590682,3698356.395901
235,187517.000000,10,58.910533,-3961752.881187,3348963.782847,3698366.248063,61.036765,-3961755.071167,3348962.878315,3698366.333936,57.257355,-3961750.447671,3348965.232693,3698354.765688,60.503715,-3961754.757076,3348964.515771,3698356.963074
236,187517.199999,9,50.929441,-3961729.984346,3348955.651409,3698362.598068,53.866427,-3961741.228441,3348960.739786,3698366.197952,57.352886,-3961750.302178,3348965.030566,3698355.700973,60.324777,-3961754.401747,3348964.544311,3698357.690189
237,187517.399999,10,56.416781,-3961749.532477,3348964.405625,3698367.549137,55.979948,-3961746.856384,3348962.699445,3698366.533946,57.673628,-3961750.107006,3348964.474593,3698356.516829,60.064384,-3961753.667947,3348964.311232,3698358.354132
238,187517.600000,9,48.401544,-3961727.289899,3348957.012686,3698363.708500,50.592715,-3961736.000177,3348960.964771,3698366.448943,57.138723,-3961749.863113,3348965.070740,3698357.558266,59.757459,-3961752.827135,3348964.081632,3698358.782336
239,187517.800000,9,49.085740,-3961728.366039,3348956.974141,3698364.074099,49.611217,-3961731.561737,3348958.804062,3698365.405296,56.406474,-3961749.253313,3348965.577738,3698358.589873,59.551318,-3961752.438645,3348964.166369,3698359.265270
240,187518.000000,9,50.258468,-3961731.030511,3348957.562914,3698364.888079,50.083749,-3961731.037776,3348957.807865,3698365.077182,56.290522,-3961748.929248,3348965.562831,3698359.203946,59.163238,-3961751.720935,3348964.166294,3698359.746557
241,187518.199999,9,50.529160,-3961731.308902,3348957.465195,3698365.030357,50.359995,-3961730.899163,3348957.368665,3698365.011666,56.059584,-3961748.467218,3348965.532073,3698359.936528,58.834017,-3961751.174909,3348964.214613,3698360.369900
242,187518.399999,9,50.048921,-3961730.424881,3348957.446636,3698365.176425,50.041598,-3961730.230258,3348957.308048,3698365.158069,55.580766,-3961748.461105,3348966.307999,3698360.828661,58.725695,-3961750.622054,3348963.968188,3698360.844333
243,187518.600000,9,50.786683,-3961729.918775,3348956.170335,3698365.204214,50.589860,-3961729.807212,3348956.337647,3698365.244661,55.305062,-3961747.681866,3348966.069271,3698361.275495,58.702326,-3961750.301342,3348963.827325,3698361.349136
244,187518.800000,9,51.751866,-3961730.537650,3348955.524322,3698365.916244,51.450096,-3961729.985917,3348955.469628,3698365.726625,54.943074,-3961747.210315,3348966.244059,3698361.878887,58.571463,-3961749.775293,3348963.623129,3698361.888205
245,187519.000000,8,42.690503,-3961704.987394,3348949.067828,3698361.703589,45.177806,-3961715.954960,3348953.392838,3698365.063671,54.451843,-3961746.393033,3348966.252784,3698362.463469,58.229065,-3961748.882094,3348963.355807,3698362.395271
246,187519.199999,8,48.005545,-3961741.489306,3348969.873696,3698368.067205,47.413024,-3961727.281557,3348958.489219,3698364.739997,53.819955,-3961745.255436,3348966.180906,3698362.847589,57.920260,-3961748.374031,3348963.426942,3698362.975222
247,187519.399999,8,47.870910,-3961741.545459,3348970.276487,3698368.433677,47.443455,-3961733.243420,3348963.462870,3698366.134995,52.887173,-3961744.733948,3348967.135781,3698363.525790,57.577109,-3961747.997045,3348963.716401,3698363.427376
248,187519.600000,8,47.640862,-3961740.348806,3348969.641981,3698368.612567,47.346456,-3961736.108130,3348966.217434,3698367.375543,52.695390,-3961744.346520,3348967.280583,3698363.629385,57.143171,-3961747.675770,3348964.186834,3698363.961367
249,187519.800000,7,37.562930,-3961714.240509,3348961.182296,3698364.515754,40.093033,-3961725.154802,3348966.493321,3698367.142371,52.435357,-3961743.805446,3348967.273235,3698364.158103,56.374132,-3961746.775435,3348964.584990,3698364.308130
250,187520.000000,9,51.260708,-3961716.070733,3348946.068174,3698366.411397,49.683208,-3961719.716176,3348950.656599,3698367.897595,52.311467,-3961743.131122,3348966.910990,3698364.817358,56.572660,-3961745.937912,3348963.645605,3698364.689526
251,187520.199999,9,51.493906,-3961714.965423,3348945.057511,3698366.600018,51.363900,-3961716.854132,3348946.607285,3698367.463705,52.147894,-3961742.126836,3348966.435477,3698364.739002,56.633394,-3961745.093226,3348962.925218,3698365.023405
252,187520.399999,10,60.551201,-3961735.928854,3348949.360138,3698371.212409,58.696844,-3961730.257293,3348947.163892,3698368.913791,52.369676,-3961741.970991,3348966.150262,3698365.342139,56.836887,-3961744.532508,3348962.300009,3698365.373743
253,187520.600000,10,60.612345,-3961735.997232,3348949.463789,3698371.988482,60.194449,-3961733.812188,3348948.210015,3698370.801255,52.577085,-3961741.846776,3348966.052746,3698365.387644,57.029334,-3961743.896002,3348961.627121,3698365.688983
254,187520.800000,9,52.554354,-3961714.467975,3348943.671036,3698368.401320,55.105984,-3961722.753645,3348946.539953,3698370.968662,53.455264,-3961741.747839,3348964.851818,3698366.180913,57.043197,-3961742.969494,3348960.931672,3698366.053349
255,187521.000000,8,46.740681,-3961738.884544,3348970.923432,3698371.731787,48.336846,-3961726.295182,3348957.547552,3698369.398347,52.912533,-3961741.922192,3348966.137913,3698366.676850,56.754483,-3961742.847444,3348961.518886,3698366.468533
256,187521.199999,8,47.098391,-3961739.939741,3348971.755176,3698372.469076,46.815011,-3961731.378484,3348964.135239,3698370.367186,52.711654,-3961741.848212,3348966.705120,3698367.180247,56.482129,-3961742.540196,3348961.917114,3698366.981196
257,187521.399999,8,46.803829,-3961739.042302,3348971.549898,3698373.263008,46.473342,-3961734.437879,3348967.660401,3698371.924521,53.280519,-3961742.380526,3348966.840156,3698367.590364,56.324445,-3961742.228232,3348962.206820,3698367.345646
258,187521.600000,8,45.763075,-3961740.128753,3348974.587805,3698373.828666,45.603472,-3961736.614154,3348971.328054,3698372.905434,53.415553,-3961741.849563,3348966.558386,3698367.749175,56.090537,-3961741.692099,3348962.409064,3698367.673062
259,187521.800000,8,48.037012,-3961748.745756,3348980.865863,3698376.024897,47.680506,-3961744.647997,3348977.098070,3698374.542571,53.814873,-3961741.868873,3348966.575767,3698367.685428,56.247606,-3961741.769098,3348962.679975,3698368.122170
260,187522.000000,8,45.205256,-3961739.794090,3348975.705575,3698375.664972,45.915197,-3961742.338102,3348977.350010,3698376.030817,53.926323,-3961741.740615,3348966.825825,3698367.855469,56.052720,-3961741.372885,3348962.985878,3698368.567280
261,187522.199999,8,45.784361,-3961739.317629,3348974.693266,3698376.467578,45.947534,-3961741.113677,3348976.314222,3698376.821788,53.420111,-3961740.585850,3348966.651173,3698368.751636,55.800654,-3961740.812014,3348963.210812,3698369.029148
262,187522.399999,9,50.256633,-3961716.048393,3348949.163169,3698374.562967,50.243030,-3961726.653072,3348957.360810,3698377.937543,53.111288,-3961739.531293,3348966.308185,3698369.575228,55.857875,-3961739.918210,3348962.611515,3698369.481207
263,187522.600000,10,56.514120,-3961735.220184,3348956.546303,3698378.556177,55.575212,-3961733.225133,3348956.087753,3698377.951751,53.580387,-3961739.655276,3348966.158377,3698370.206005,56.235464,-3961739.610384,3348962.229245,3698369.695313
264,187522.800000,9,65.475831,-3961742.008251,3348951.003212,3698376.241175,63.788217,-3961740.133584,3348951.587730,3698376.212644,54.610546,-3961740.134591,3348965.711424,3698370.291278,56.931940,-3961739.636826,3348961.720533,3698369.951614
265,187523.000000,10,56.531206,-3961734.481756,3348956.496997,3698381.631207,57.649598,-3961735.063355,3348955.516113,3698380.846619,54.706772,-3961739.860281,3348965.597249,3698371.195339,57.131436,-3961739.314305,3348961.493748,3698370.521409
266,187523.199999,10,57.234019,-3961733.775035,3348955.317464,3698383.563801,57.294491,-3961733.878270,3348955.307812,3698383.204548,55.561992,-3961739.932430,3348964.876999,3698371.495559,57.484558,-3961739.307057,3348961.345660,3698371.169892
267,187523.399999,10,58.091089,-3961733.695432,3348954.440281,3698385.259138,57.967353,-3961733.615927,3348954.519003,3698384.984753,55.255001,-3961738.581775,3348964.303235,3698371.804573,57.683218,-3961739.096264,3348961.200250,3698371.731679
268,187523.600000,9,58.654637,-3961733.845563,3348954.059532,3698386.317256,58.559405,-3961733.680387,3348954.041031,3698386.159700,55.098968,-3961737.832187,3348963.999070,3698372.589554,57.812707,-3961738.540064,3348960.744815,3698372.302333
269,187523.800000,10,59.756038,-3961734.538392,3348953.459257,3698388.585613,59.564337,-3961734.136738,3348953.356464,3698388.131891,55.929273,-3961738.213257,3348963.501641,3698373.027547,57.841375,-3961738.003368,3348960.365605,3698373.035935
270,187524.000000,9,70.036507,-3961734.504600,3348940.688837,3698389.526236,67.713393,-3961735.297992,3348944.192401,3698389.859612,56.256003,-3961737.803523,3348962.786373,3698373.600939,58.170235,-3961737.718308,3348959.772881,3698373.687611
271,187524.199999,10,60.491760,-3961734.222154,3348952.417331,3698389.954438,61.747736,-3961733.792491,3348950.490343,3698389.798898,56.435061,-3961737.566872,3348962.371058,3698374.347606,58.082280,-3961737.122566,3348959.379346,3698374.417979
272,187524.399999,10,59.801698,-3961733.273714,3348952.461556,3698389.545681,60.171471,-3961733.251843,3348951.985921,3698389.694119,56.402490,-3961736.867060,3348961.591076,3698375.497621,57.941306,-3961736.617454,3348959.121038,3698375.073999
273,187524.600000,10,59.489822,-3961732.808799,3348952.396255,3698389.680160,59.630653,-3961732.876437,3348952.279847,3698389.834043,56.939564,-3961736.967993,3348961.017694,3698375.785822,57.918363,-3961736.070089,3348958.618751,3698375.597766
274,187524.800000,10,58.683682,-3961732.499720,3348953.076448,3698390.568758,58.840608,-3961732.447138,3348952.833136,3698390.538324,56.709327,-3961736.270358,3348960.478557,3698376.750888,58.034869,-3961735.844801,3348958.178225,3698376.181586
275,187525.000000,10,57.532332,-3961731.827617,3348953.856459,3698391.370002,57.732938,-3961731.807179,3348953.582272,3698391.332104,56.359830,-3961736.052174,3348960.902557,3698376.583715,57.771480,-3961735.438447,3348958.028009,3698376.855320
276,187525.199999,10,57.793182,-3961730.715140,3348952.485770,3698392.644536,57.735379,-3961730.953110,3348952.741729,3698392.639007,56.312751,-3961735.228452,3348959.883451,3698377.321957,57.276024,-3961734.736515,3348957.846348,3698377.536515
277,187525.399999,10,57.163155,-3961731.010399,3348953.309010,3698394.143838,57.213016,-3961730.792679,3348953.060317,3698393.919199,55.549801,-3961734.032295,3348959.451967,3698378.164588,56.831839,-3961734.191184,3348957.678988,3698378.276119
278,187525.600000,10,56.424612,-3961729.983249,3348953.022697,3698393.221050,56.547244,-3961730.238183,3348953.090905,3698393.583141,55.286041,-3961733.714797,3348959.344233,3698378.397556,56.533738,-3961733.812668,3348957.417984,3698379.031528
279,187525.800000,10,56.501878,-3961728.467766,3348951.314827,3698392.683629,56.491397,-3961729.119140,3348951.874021,3698393.228175,54.831506,-3961733.080050,3348959.076447,3698378.818539,56.033085,-3961733.161958,3348957.161483,3698379.605115
280,187526.000000,10,57.129026,-3961727.775488,3348949.517432,3698392.094462,57.015155,-3961728.371561,3348950.166292,3698392.656796,54.362443,-3961732.298032,3348958.781429,3698378.685897,55.697166,-3961732.689085,3348956.754032,3698380.414151
281,187526.199999,10,56.572294,-3961726.608564,3348948.876688,3698392.260711,56.614661,-3961727.144748,3348949.267615,3698392.643178,54.384361,-3961732.066215,3348958.052158,3698379.458738,55.279066,-3961732.126760,3348956.419848,3698380.854857
282,187526.399999,10,56.146912,-3961726.439244,3348948.870629,3698392.892775,56.182517,-3961726.564723,3348948.930874,3698393.001885,53.003760,-3961731.100594,3348958.462224,3698380.811454,55.031664,-3961731.759598,3348956.009223,3698381.355897
283,187526.600000,10,54.469884,-3961725.757807,3348950.079246,3698393.836753,54.687005,-3961725.717279,3348949.767206,3698393.766462,52.453915,-3961730.339493,3348958.145233,3698381.030655,54.416781,-3961731.290198,3348955.977312,3698382.075016
284,187526.800000,10,53.751237,-3961726.547970,3348951.245166,3698395.121901,53.834747,-3961725.999679,3348950.687416,3698394.782511,52.370647,-3961730.293718,3348957.781766,3698381.687149,53.984655,-3961730.941804,3348955.761061,3698382.949955
285,187527.000000,10,54.732000,-3961727.156644,3348950.153226,3698396.810133,54.507038,-3961726.664972,3348950.024800,3698396.382707,52.502671,-3961730.573059,3348957.501011,3698382.174593,53.604123,-3961730.579089,3348955.479630,3698383.737060
286,187527.199999,10,54.854968,-3961726.689023,3348949.342409,3698397.806408,54.740753,-3961726.570639,3348949.379706,3698397.628366,52.129557,-3961730.459425,3348957.492147,3698383.128429,53.319581,-3961730.305027,3348955.241298,3698384.426785
287,187527.399999,10,55.435849,-3961727.097739,3348948.735691,3698399.795954,55.251022,-3961726.774238,3348948.682844,3698399.401081,51.652311,-3961730.301128,3348957.658897,3698383.804511,53.354185,-3961730.306973,3348954.828719,3698385.068067
288,187527.600000,10,55.488838,-3961726.443888,3348947.863334,3698400.010785,55.429552,-3961726.515795,3348947.996554,3698400.065977,50.654619,-3961729.190879,3348957.564664,3698384.661154,53.091771,-3961730.028123,3348954.630702,3698385.588478
289,187527.800000,9,46.480093,-3961740.638884,3348971.716330,3698402.216375,48.403975,-3961733.086918,3348962.091225,3698399.832644,50.454912,-3961729.564225,3348958.012010,3698385.207149,52.648005,-3961730.115542,3348955.075230,3698386.295245
290,187528.000000,9,46.480785,-3961740.137048,3348971.108387,3698402.212450,46.832042,-3961736.936530,3348967.611716,3698400.943045,50.345086,-3961729.520492,3348957.897663,3698385.870782,52.255475,-3961730.146721,3348955.479400,3698386.868203
291,187528.199999,10,53.810096,-3961723.784405,3348947.332354,3698400.940046,52.577681,-3961729.130206,3348953.072677,3698403.047732,49.925246,-3961728.738871,3348957.425383,3698386.675337,52.157723,-3961729.924449,3348955.196014,3698387.477685
292,187528.399999,10,53.475388,-3961721.840426,3348945.991450,3698399.619133,53.439993,-3961724.838082,3348948.446686,3698401.456421,49.449015,-3961728.107565,3348957.367861,3698387.047522,52.189880,-3961729.550027,3348954.604736,3698388.150604
293,187528.600000,10,55.446669,-3961723.628864,3348945.027673,3698402.004447,55.134427,-3961724.161552,3348945.825486,3698402.239999,49.270446,-3961727.491388,3348956.945455,3698387.371225,52.279542,-3961729.299727,3348954.114201,3698388.827363
294,187528.800000,9,66.962153,-3961724.940524,3348931.947052,3698403.377633,64.444893,-3961725.759890,3348935.619854,3698403.685796,49.883321,-3961727.715806,3348956.193446,3698388.058574,52.562993,-3961728.835712,3348953.172498,3698389.459621
295,187529.000000,10,57.044545,-3961725.937647,3348944.859832,3698404.390873,58.258512,-3961724.893941,3348942.561097,3698403.931249,50.201437,-3961727.542714,3348955.425886,3698389.112196,52.742321,-3961728.544613,3348952.609861,3698390.067954
296,187529.199999,10,57.019975,-3961725.488990,3348944.618460,3698404.969403,57.252937,-3961724.977733,3348943.931859,3698404.701130,50.435645,-3961727.372099,3348954.881878,3698389.958947,52.857043,-3961728.215893,3348952.141047,3698390.698353
297,187529.399999,10,56.805084,-3961726.122220,3348945.516361,3698406.188853,56.898269,-3961725.472547,3348944.884576,3698405.789387,50.545846,-3961727.131884,3348954.615149,3698390.215474,52.931733,-3961727.977655,3348951.880043,3698391.272613
298,187529.600000,10,57.575941,-3961726.402669,3348944.897503,3698407.006747,57.493904,-3961726.002267,3348944.680613,3698406.763086,50.923625,-3961727.957316,3348954.803900,3698391.760395,52.885557,-3961727.622551,3348951.618037,3698392.244428
299,187529.800000,10,57.643993,-3961727.263536,3348945.631586,3698408.146938,57.653228,-3961726.680038,3348945.158170,3698407.799550,51.277006,-3961727.930174,3348954.442849,3698391.890194,52.968891,-3961727.318294,3348951.294813,3698392.923200
